id,property_url,title,address,price,pricing_qualifier,listing_time,property_type,bedrooms,bathrooms,epc_rating,size,features,latitude,longitude,tenure
1361,https://www.onthemarket.com/details/13109339/,5 bedroom detached house for sale,"High Street, Nash",500000,Offers over,Added > 14 days,Detached house,5 bed,2bath,EPC rating: E*,"1,453 sq ft / 135 sq m","[""SPACIOUS FIVE BEDROOM DETACHED"", ""NO UPPER CHAIN"", ""VILLAGE LOCATION"", ""FLEXIBLE LIVING SPACE"", ""TWO RECEPTION ROOMS"", ""DOWNSTAIRS CLOAKROOM & UTILITY ROOM"", ""TWO BATHROOMS"", ""INTEGRAL GARAGE & DRIVEWAY PARKING""]",52.0009772,-0.8625897,UNKNOWN
2123,https://www.onthemarket.com/details/14364493/,4 bedroom detached house for sale,"Gladstone Close, Newport Pagnell MK16",500000,Offers over,Added > 14 days,Detached house,4 bed,1bath,EPC rating: D*,"1,259 sq ft / 117 sq m","[""Tenure: Freehold"", ""FOUR BEDROOM DETACHED FAMILY HOME"", ""GARAGE (15`10 x 12`8 max) AND DRIVEWAY FOR MULTIPLE CARS"", ""APPROX 1259 SQ FT"", ""OUSEDALE SCHOOL CATCHMENT"", ""WALKING DISTANCE TO NEWPORT PAGNELL HIGH STREET"", ""BEAUTIFUL WALKS NEARBY"", ""21 FT PLUS REFITTED KITCHEN/DINER"", ""REFITTED DOWNSTAIRS CLOAKROOM"", ""POTENTIAL TO EXTEND (STPP)""]",52.078761788692,-0.723914558267,FREEHOLD
2124,https://www.onthemarket.com/details/14710750/,4 bedroom detached house for sale,"Brackley, Brackley NN13",465000,Guide price,Added > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,485 sq ft / 138 sq m","[""Tenure: Freehold"", ""Detached"", ""Four bedrooms"", ""Three bathrooms"", ""Downstairs cloakroom"", ""Impressive kitchen-diner"", ""Family room"", ""Lounge"", ""80ft rear garden"", ""Garage"", ""Driveway parking for three large vehicles""]",52.0397271,-1.1393129,FREEHOLD
2125,https://www.onthemarket.com/details/15036216/,3 bedroom semi-detached house for sale,"Cambridge Crescent, High Wycombe",400000,Guide price,Added < 7 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""OPEN HOUSE"", ""Semi Detached Family Home"", ""Fronting a Small Green"", ""Scope to improve and Extend (STPP)"", ""3 Bedrooms to the first floor"", ""2 Reception Rooms"", ""Kitchen and Bathroom"", ""Large Level Rear Gardens"", ""Driveway Parking""]",51.6324763,-0.725871,FREEHOLD
2126,https://www.onthemarket.com/details/14388216/,2 bedroom apartment for sale,"Cranwells Lane, Farnham Common, SL2",340000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (171 years remaining)"", ""Beautifully presented second floor two bedroom apartment"", ""Allocated parking space"", ""Two double bedrooms"", ""Well tended communal grounds"", ""Sought-after location"", ""Close to Burnham Beeches""]",51.565186821301,-0.614404093243,LEASEHOLD
2132,https://www.onthemarket.com/details/14983091/,4 bedroom detached house for sale,"Tun Furlong, Pitstone, Bedfordshire, LU7",595000,Guide price,Added < 14 days,Detached house,4 bed,2bath,EPC rating not available,Size info not available,"[""Quiet Private Cul-De-Sac"", ""Solar Panels Contributing Approx. \u00a31,000 Per Year"", ""Close To Local Amenities"", ""Village Living With Rural Surroundings"", ""Garage"", ""Access To Buckinghamshire Grammar Schools"", ""Driveway Parking & Electric Car charging point"", ""Private Rear Garden"", ""Utility Room & Study"", ""Call 24/7 To Book A Viewing""]",51.826258154792,-0.638169485256,UNKNOWN
2133,https://www.onthemarket.com/details/13398896/,4 bedroom detached house for sale,"McLernon Way, Winslow, Buckingham, Buckinghamshire, MK18",525000,Price qualifier not available,Added > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,519 sq ft / 141 sq m","[""Tenure: Freehold"", ""Modern detached property"", ""Four bedrooms, en suite, bathroom"", ""Kitchen/breakfast room, utility room, cloakroom"", ""Sitting room, dining room"", ""Garage and off street parking"", ""Enclosed rear garden"", ""Walking distance from amenities and station"", ""Train station due to open in 2024""]",51.949463935643,-0.87781214308,FREEHOLD
2134,https://www.onthemarket.com/details/14016463/,3 bedroom terraced house for sale,"York Road, Stony Stratford, Buckinghamshire, MK11",350000,Price qualifier not available,Added > 14 days,Terraced house,3 bed,1bath,EPC rating: E*,"1,173 sq ft / 109 sq m","[""Tenure: Freehold"", ""FANTASTIC PERIOD TOWNHOUSE"", ""CLOSE TO STONY STRATFORD TOWN CENTRE"", ""SEPARATE RECEPTION AREAS"", ""GROUND FLOOR KITCHEN EXTENSION"", ""TWO FIRST FLOOR DOUBLE BEDROOMS"", ""LARGE FIRST FLOOR BATHROOM"", ""ACCESS TO BOARDED LOFT SPACE WITH VELUX WINDOW"", ""FULLY ENCLOSED REAR GARDEN"", ""NO UPPER CHAIN"", ""COUNCIL TAX BAND 'D""]",52.057182780366,-0.855394679308,FREEHOLD
2135,https://www.onthemarket.com/details/12267620/,3 bedroom detached house for sale,"Lady Hatton Place, Stoke Poges, Buckinghamshire, SL2",650000,Price qualifier not available,Added > 14 days,Detached house,3 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Stunning detached home"", ""Village location"", ""Three bedrooms"", ""Two bath/shower rooms"", ""High quality kitchen and sanitaryware"", ""Light and airy accommodation""]",51.5477741,-0.5852191,FREEHOLD
1368,https://www.onthemarket.com/details/14204200/,2 bedroom semi-detached house for sale,"Kiln Road, Great Missenden, HP16",575000,Guide price,Added > 14 days,Semi-detached house,2 bed,2bath,EPC rating: C*,"1,011 sq ft / 94 sq m","[""Tenure: Freehold""]",51.70269024814,-0.743504665362,FREEHOLD
1376,https://www.onthemarket.com/details/14943548/,2 bedroom flat for sale,"Princes Gate, High Wycombe HP13",245000,Price qualifier not available,Added > 14 days,Flat,2 bed,2bath,EPC rating: C*,699 sq ft / 65 sq m,"[""OFFERED FOR SALE BY THE WYE PARTNERSHIP"", ""A Large Two Bedroom Two Bathroom Second Floor Apartment"", ""Popular Development Within Walking Distance Of the Town Centre, Railway Station And The Rye Parkland"", ""Slim Line Electric Heating And Double Glazed Windows"", ""Modern Fitted Kitchen, Modern White Bathroom And En Suite"", ""Allocated On Site Car Parking, Far Reaching Open Views""]",51.626066991176,-0.734058666701,UNKNOWN
1377,https://www.onthemarket.com/details/14386137/,1 bedroom apartment for sale,"Staten House, The Hub, Milton Keynes, MK9",175000,Guide price,Added > 14 days,Apartment,1 bed,1bath,EPC rating: B*,Size info not available,"[""Tenure: Leasehold"", ""ROOF TOP COMMUNAL GARDEN"", ""ONE BEDROOM APARTMENT"", ""CLOSE TO TRAIN STATION"", ""POPULAR LOCATION"", ""FITTED KITCHEN AND BATHROOM"", ""VIEWING RECOMMENDED""]",52.0365285,-0.770931,LEASEHOLD
1378,https://www.onthemarket.com/details/14466961/,4 bedroom house for sale,"Amblers Way, Padbury",650000,Price qualifier not available,Reduced < 7 days,House,4 bed,2bath,EPC rating not available,Size info not available,"[""Desirable Village Location"", ""Four Bedroom Detached"", ""Spacious Kitchen/Breakfast"", ""Fabulous Dining/Family Room"", ""Wood Burning Stove"", ""Double Garage & Parking"", ""En-Suite to Master Bedroom"", ""Separate Utility"", ""Study/Home Office"", ""EPC Rating C""]",51.9666148,-0.9616479,UNKNOWN
1379,https://www.onthemarket.com/details/11228644/,1 bedroom apartment for sale,"Stoney Grove, Chesham, Buckinghamshire, HP5",179000,Guide price,Added > 14 days,Apartment,1 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (62 years remaining)"", ""Ground floor one bedroom apartment"", ""Large kitchen/breakfast room"", ""Lovely open views over allotments"", ""Short walk to the town & station"", ""Off road parking & communal gardens"", ""No onward chain""]",51.711417847141,-0.60153642952,LEASEHOLD
1380,https://www.onthemarket.com/details/14721138/,3 bedroom semi-detached house for sale,"Stanton Avenue, Milton Keynes, MK13",369000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: C*,746 sq ft / 69 sq m,"[""Tenure: Freehold"", ""Full internal redecoration done"", ""Low tax band B"", ""Easy access to central Milton Keynes"", ""Close proximity to CMK and Wolverton train stations"", ""Established low-maintenance garden with fruit and ornamental plants"", ""Dedicated parking space for single car + shared onstreet parking"", ""Spacious living room area"", ""Guest bedroom with mini en-suite for overnight stay by guest or lodger""]",52.060016088866,-0.783583182142,FREEHOLD
2136,https://www.onthemarket.com/details/14620913/,3 bedroom semi-detached house for sale,"Hartwell Road, Hanslope, Milton Keynes",300000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Attractive Semi Detached Cottage"", ""3 Bedrooms"", ""2 Reception Rooms"", ""Shower Room (Located on First Floor)"", ""Good Size Rear Garden"", ""OFF ROAD PARKING FOR 2 CARS"", ""Character Features Include Exposed Beams"", ""Lovely Village Location"", ""BRAND NEW BOILER APRIL 2024""]",52.125161,-0.8421531,UNKNOWN
2138,https://www.onthemarket.com/details/14845849/,3 bedroom terraced house for sale,"Cameron Road, Chesham, Buckinghamshire, HP5",499950,Offers in excess of,Added > 14 days,Terraced house,3 bed,2bath,EPC rating not available,Size info not available,"[""A well-presented modern town house"", ""Three double bedrooms/two bathrooms"", ""Highly regarded school catchments"", ""Southerly aspect gardens & parking"", ""Short walk to the town & station"", ""No onward chain""]",51.711720924088,-0.60475067772,UNKNOWN
2139,https://www.onthemarket.com/details/11648946/,2 bedroom apartment for sale,"Rochfords Garden, Slough",260000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold"", ""Chain Free"", ""Close to Local Amenities"", ""Gas Central Heating"", ""Two Bedroom Flat"", ""Modern Kitchen""]",51.512931767079,-0.569579869414,LEASEHOLD
2140,https://www.onthemarket.com/details/14547542/,2 bedroom end of terrace house for sale,"Lower Close, Aylesbury HP19",270000,Offers in excess of,Added > 14 days,End of terrace house,2 bed,1bath,EPC rating: C*,667 sq ft / 62 sq m,"[""Council Tax Band C"", ""Two Bedroom House"", ""Garage & Parking"", ""Conservatory"", ""Enclosed Rear Garden"", ""Close To Schools"", ""Close To Amenities"", ""Viewing Recommended""]",51.810257342201,-0.83295601969,UNKNOWN
2141,https://www.onthemarket.com/details/14564739/,3 bedroom link detached house for sale,"Atkins Close, Bradwell, Milton Keynes, Buckinghamshire, MK13",340000,Offers over,Added > 14 days,Link detached house,3 bed,1bath,EPC rating: D*,731 sq ft / 68 sq m,"[""Tenure: Freehold"", ""THREE BEDROOMS"", ""LINKED DETACHED"", ""DRIVEWAY & GARAGE"", ""SEPARATE DINING ROOM"", ""CONSERVATORY"", ""PRIVATE REAR GARDEN"", ""REFITTED KITCHEN"", ""REFITTED BATHROOM"", ""QUITE CUL-DE-SAC"", ""IDEAL FIRST TIME PURCHASE""]",52.045262064188,-0.783096655529,FREEHOLD
2142,https://www.onthemarket.com/details/14185088/,2 bedroom apartment for sale,"Milton Gardens, Princes Risborough",255000,Price qualifier not available,Added > 14 days,Apartment,2 bed,1bath,EPC rating: C*,581 sq ft / 54 sq m,"[""Tenure: Leasehold"", ""Ground floor Apartment"", ""Located within a stones throw of Princes Risborough train station"", ""Open Plan Living/Dining area"", ""Re-fitted stylish kitchen"", ""Residents Parking"", ""Extended Lease"", ""Modern Family Bathroom"", ""Convenient for town centre"", ""Close to country walks"", ""EPC 72 C / Council Tax Band C""]",51.7189888,-0.8430531,LEASEHOLD
2143,https://www.onthemarket.com/details/15013786/,3 bedroom terraced house for sale,"Kinson Green, Aylesbury HP20",375000,Price qualifier not available,Added < 14 days,Terraced house,3 bed,1bath,EPC rating: C*,882 sq ft / 82 sq m,"[""Tenure: Freehold"", ""THREE BEDROOM TERRACED HOUSE"", ""KITCHEN WITH FRENCH DOORS ONTO REAR GARDEN"", ""20ft LOUNGE/DINER"", ""FRONT & LARGER THAN AVERAGE REAR GARDENS"", ""BRICK BUILD STORAGE SHED"", ""CLOSE TO TOWN"", ""CLOSE TO SCHOOLS"", ""VIEWING HIGHLY RECOMMENDED""]",51.827957000038,-0.807484011542,FREEHOLD
2144,https://www.onthemarket.com/details/15057894/,3 bedroom detached bungalow for sale,"Fernie Fields, High Wycombe HP12",575000,Price qualifier not available,Added today,Detached bungalow,3 bed,1bath,EPC rating: D*,"1,216 sq ft / 113 sq m","[""OFFERED FOR SALE BY THE WYE PARTNERSHIP"", ""Extended Versatile Detached Bungalow"", ""Well Presented Throughout"", ""Living Room, Sun Room, Kitchen/Breakfast room"", ""Three Double Bedrooms, Bathroom + Night Cloakroom"", ""Gas C/H, Double Glazing"", ""Garage + Driveway Parking, Good Size Level Gardens"", ""Convenient To Local Amenities & M40 Motorway Access""]",51.619345321111,-0.787053186404,UNKNOWN
2145,https://www.onthemarket.com/details/14818952/,3 bedroom semi-detached house for sale,"Woodbank, Princes Risborough HP27",565000,Guide price,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: D*,"1,022 sq ft / 95 sq m","[""Tenure: Freehold"", ""SEMI-DETACHED HOME"", ""THREE BEDROOMS"", ""PRIVATE DEVELOPMENT"", ""VIEWS OVER COUNTRYSIDE"", ""OPEN PLAN LIVING ROOM / DINER"", ""MODERN KITCHEN"", ""MASTER BEDROOM WITH ENSUITE"", ""MODERN FAMILY BATHROOM"", ""PRIVATE REAR GARDEN"", ""VILLAGE LOCATION""]",51.693851886948,-0.823588573459,FREEHOLD
1387,https://www.onthemarket.com/details/14816830/,3 bedroom bungalow for sale,"Conway, Tickford Street, Newport Pagnell",495000,Price qualifier not available,Added > 14 days,Bungalow,3 bed,2bath,EPC rating: F*,"1,432 sq ft / 133 sq m","[""Tenure: Freehold"", ""FOUR PIECE FAMILY BATHROOM"", ""Landscaped Garden For Low Maintenance"", ""Off Road Parking (driveway)"", ""Separate LOUNGE"", ""BAY FRONTED BUNGALOW"", ""TWO/Three Bedrooms"", ""28 FOOT Kitchen/Dining/Family Room"", ""FOUR PIECE EN-SUITE""]",52.083476588445,-0.713184662876,FREEHOLD
1388,https://www.onthemarket.com/details/14928519/,3 bedroom townhouse for sale,"Peters Close, Prestwood HP16",525000,Price qualifier not available,Added > 14 days,Townhouse,3 bed,1bath,EPC rating not available,Size info not available,"[""Village centre three bedroom town house"", ""Large living room and stunning kitchen/breakfast room"", ""Lovely views over allotments to the rear"", ""Annex potential on the ground floor"", ""Integrated garage and driveway"", ""High specification bathroom and kitchen""]",51.700273017259,-0.739759850346,UNKNOWN
1389,https://www.onthemarket.com/details/13353821/,4 bedroom semi-detached house for sale,"Brookside, Lillingstone Lovell",545000,Price qualifier not available,Added > 14 days,Semi-detached house,4 bed,1bath,EPC rating not available,Size info not available,"[""Desirable & Sought After Location"", ""Four Bedrooms"", ""Driveway for Several Vehicles"", ""Kitchen/Breakfast Room"", ""Good Sized Rear Garden"", ""No Onward Chain"", ""In Need of Updating"", ""EPC rating F""]",52.0587921,-0.9604686,UNKNOWN
1390,https://www.onthemarket.com/details/13580901/,3 bedroom semi-detached house for sale,"Milton Fields, Chalfont St. Giles, HP8",619950,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Semi detached"", ""Family home"", ""In need of some updating"", ""Three bedrooms"", ""Single garage"", ""Offers potential to extend ( STPP )""]",51.630716685182,-0.57625423676,FREEHOLD
1392,https://www.onthemarket.com/details/12427359/,2 bedroom apartment for sale,"Amersham Road, Beaconsfield, HP9",399000,Guide price,Added > 14 days,Apartment,2 bed,1bath,EPC rating: E*,"1,291 sq ft / 120 sq m","[""Tenure: Leasehold""]",51.618602620968,-0.628926933858,LEASEHOLD
1397,https://www.onthemarket.com/details/14963342/,3 bedroom semi-detached house for sale,"Queens Road, Eton Wick",525000,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: D*,"1,044 sq ft / 97 sq m","[""Extended Semi-Detached Family Home"", ""Three Bedrooms"", ""Two Reception Rooms"", ""Garage & Office In Rear Garden"", ""Off Road Parking For Two Cars"", ""Two Bathrooms"", ""Kitchen"", ""Semi-Rural Village Setting"", ""Close To Amenities & Transport Links"", ""Great Walks Over Meadows""]",51.4967874,-0.6383014,UNKNOWN
2146,https://www.onthemarket.com/details/14594342/,4 bedroom detached house for sale,"Radclive Road, Gawcott",550000,Price qualifier not available,Added > 14 days,Detached house,4 bed,3bath,EPC rating not available,Size info not available,"[""Detached"", ""Parking for Three Cars"", ""Gas to Radiator Central Heating"", ""Outside Work Room"", ""Large Wood Burner"", ""Spacious Kitchen/Diner"", ""Flexible Accommodation"", ""EPC Rating C""]",51.9890684,-1.0119587,UNKNOWN
2152,https://www.onthemarket.com/details/15056109/,4 bedroom semi-detached house for sale,"Charles Pym Road, Aylesbury HP19",475000,Offers in excess of,Added yesterday,Semi-detached house,4 bed,2bath,EPC rating: C*,"1,377 sq ft / 128 sq m","[""Three/Four Double Bedrooms"", ""Stylish Refitted Kitchen"", ""Living Room - Bi-Folding Doors"", ""Utility & Downstairs WC"", ""Main Bathroom"", ""Larger Than Average Garden"", ""Sought After Development"", ""Viewing Highly Recommended""]",51.832346325382,-0.819402614791,UNKNOWN
2153,https://www.onthemarket.com/details/15035509/,2 bedroom end of terrace house for sale,"Timms Close, Aylesbury, HP20 1AZ",325000,Price qualifier not available,Added < 7 days,End of terrace house,2 bed,1bath,EPC rating: B*,710 sq ft / 66 sq m,"[""Tenure: Freehold"", ""TWO DOUBLE BEDROOMS"", ""END OF TERRACE"", ""LOUNGE/DINER"", ""KITCHEN"", ""ENCLOSED REAR GARDEN"", ""SOLAR PANELS"", ""WALKING DISTANCE TO TOWN CENTRE"", ""WALKING DISTANCE TO MAINLINE TRAIN STATION"", ""ALLOCATED PARKING"", ""CUL-DE-SAC LOCATION""]",51.8231277,-0.8035962,FREEHOLD
2154,https://www.onthemarket.com/details/14682494/,4 bedroom detached house for sale,"Lower End, Piddington, OX25",600000,Guide price,Added > 14 days,Detached house,4 bed,2bath,EPC rating: E*,"1,291 sq ft / 120 sq m","[""Tenure: Freehold"", ""Flexible Accommodation"", ""Three Reception Rooms"", ""Kitchen/Family Room"", ""Three/Four Bedrooms"", ""Main Bedroom Suite"", ""Village Location"", ""Double Garage/Workshop"", ""Ample Parking"", ""Views Over Neighbouring Countryside"", ""See our website for up-to-date material information.""]",51.853898327711,-1.070866000615,FREEHOLD
2155,https://www.onthemarket.com/details/15008492/,3 bedroom semi-detached house for sale,"Norwood Road, Loudwater HP10",560000,Guide price,Added < 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Newly Renovated Home"", ""Three Well-Proportioned Bedrooms"", ""L-Shaped Open Plan Kitchen/Dining/Snug"", ""Separate Bay-Fronted Sitting Room with Media Wall"", ""Fully Tiled Bathroom with Freestanding Bath"", ""New Combi-Boiler"", ""New UPVC Double Glazing Throughout"", ""Utility Room with W/C"", ""Bi-Folding Doors Leading Out onto Rear Garden"", ""Glass Balustrades""]",51.60992268599,-0.702873701581,UNKNOWN
2157,https://www.onthemarket.com/details/14937930/,4 bedroom detached house for sale,"Buckingham, Buckingham MK18",625000,Guide price,Added > 14 days,Detached house,4 bed,1bath,EPC rating: E*,"1,630 sq ft / 152 sq m","[""Tenure: Freehold"", ""1930's Detached Home"", ""Beautifully Restored and Updated"", ""Entrance hall with Tiled Floor"", ""Four Bedrooms"", ""Three Reception Rooms"", ""Kitchen/Breakfast Room"", ""Gardens to Front & Rear"", ""Block Paved Driveway providing off road Parking for several Vehicles"", ""Garage/Outbuilding"", ""Council Tax: Band F""]",52.0002144,-0.9876049,FREEHOLD
2164,https://www.onthemarket.com/details/14439948/,3 bedroom semi-detached house for sale,"Lenborough Close, Buckingham",364950,Price qualifier not available,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: C*,882 sq ft / 82 sq m,"[""Three Bedrooms"", ""Semi Detached"", ""Garage & Driveway"", ""Ground Floor Cloakroom"", ""Conservatory"", ""Re-fitted Shower Room"", ""UPVC Double Glazing"", ""EPC Rating C"", ""Boiler Replaced 2023""]",51.9923291,-0.990232,UNKNOWN
2165,https://www.onthemarket.com/details/14624521/,4 bedroom detached house for sale,"Steeple Claydon, Buckingham MK18",532000,Guide price,Reduced < 14 days,Detached house,4 bed,2bath,EPC rating: B*,"1,334 sq ft / 124 sq m","[""Tenure: Freehold""]",51.9348386,-0.9891489,FREEHOLD
2166,https://www.onthemarket.com/details/14750017/,1 bedroom apartment for sale,"Belvoir Avenue, Emerson Valley",169995,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating: D*,473 sq ft / 44 sq m,"[""One bedroom maisonette"", ""First floor accommodation"", ""Sought after location"", ""Allocated parking"", ""Council tax band A"", ""Energy rating D""]",52.0006067,-0.7720996,UNKNOWN
1407,https://www.onthemarket.com/details/6421932/,3 bedroom detached house for sale,"Paggs Court, Silver Street, Newport Pagnell, Buckinghamshire, MK16",475000,Price qualifier not available,Added < 7 days,Detached house,3 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Freehold"", ""Grade II listed 18th century detached house"", ""Three double bedrooms"", ""Sitting room, dining room and conservatory"", ""Kitchen/breakfast room"", ""Exposed beams and floorboards"", ""Outside office with utility area"", ""Gardens to the front and rear, parking area"", ""Walking distance of high street amenities""]",52.084707481464,-0.722930624161,FREEHOLD
1408,https://www.onthemarket.com/details/14856028/,2 bedroom end of terrace house for sale,"Howletts Close, Aylesbury",300000,Price qualifier not available,Added > 14 days,End of terrace house,2 bed,1bath,EPC rating: C*,592 sq ft / 55 sq m,"[""Tenure: Freehold"", ""POPULAR FAIRFORD LEYS DEVELOPMENT"", ""CLOSE TO THE VILLAGE CENTRE"", ""CLOSE TO SCHOOLS"", ""END OF TERRACE"", ""TWO DOUBLE BEDROOMS"", ""GARAGE AND PARKING"", ""GOOD SIZE GARDEN"", ""KITCHEN"", ""BATHROOM""]",51.813279050502,-0.834195699381,FREEHOLD
1409,https://www.onthemarket.com/details/14985701/,2 bedroom terraced house for sale,"Napier Street, Milton Keynes",310000,Price qualifier not available,Added < 14 days,Terraced house,2 bed,2bath,EPC rating: E*,957 sq ft / 89 sq m,"[""TWO BEDROOMS"", ""VICTORIAN END OF TERRACE"", ""EN-SUITE TO MAIN BEDROOM"", ""LOUNGE"", ""KITCHEN"", ""DINER"", ""UTILITY"", ""STUDY"", ""GARAGE""]",51.9972431,-0.7223558,UNKNOWN
1410,https://www.onthemarket.com/details/13673179/,3 bedroom semi-detached house for sale,"Aylesbury,  Buckinghamshire,  HP20",490000,Guide price,Added > 14 days,Semi-detached house,3 bed,2bath,EPC rating: D*,"1,983 sq ft / 184 sq m","[""Tenure: Freehold"", ""Ample Living Accommodation"", ""Set Over Three Floors"", ""Enclosed Rear Garden"", ""Log Burning Stove"", ""Cellar"", ""Three Double Bedrooms"", ""1983 Square Feet Including Garage"", ""Solar and Battery Storage""]",51.8189848,-0.7947289,FREEHOLD
1411,https://www.onthemarket.com/details/14565907/,2 bedroom apartment for sale,"Lincoln Court, Denham, Buckinghamshire, UB9",315000,Price qualifier not available,Added > 14 days,Apartment,2 bed,2bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold (106 years remaining)"", ""2 Bedrooms, 2 Bathrooms"", ""Very long balcony"", ""Recently refitted bathroom"", ""2 Allocated parking spaces"", ""Within c 3 minute's walk of shops and station"", ""106 years unexpired on lease""]",51.581646807836,-0.500498086952,LEASEHOLD
1427,https://www.onthemarket.com/details/14632320/,3 bedroom semi-detached house for sale,"Fairford Crescent, Downhead Park",300000,Guide price,Reduced < 7 days,Semi-detached house,3 bed,1bath,EPC rating: C*,871 sq ft / 81 sq m,"[""Tenure: Freehold"", ""SEMI DETACHED"", ""THREE BEDROOMS"", ""CONSERVATORY"", ""SEPARATE DINER"", ""GARDEN"", ""GARAGE & OFF ROAD PARKING""]",52.0553691,-0.7410032,FREEHOLD
2167,https://www.onthemarket.com/details/14566591/,3 bedroom maisonette for sale,"Victoria Street, Aylesbury",250000,Price qualifier not available,Added > 14 days,Maisonette,3 bed,1bath,EPC rating: D*,807 sq ft / 75 sq m,"[""Tenure: Leasehold (89 years remaining)"", ""360 VIRTUAL TOUR"", ""TENANTS IN SITU - INVESTMENT BUYERS ONLY"", ""THREE BEDROOMS"", ""SEPERATE ENCLOSED PRIVATE GARDEN"", ""REFITTED KITCHEN WITH INTEGRATED APPLIANCES"", ""GENEROUS LOUNGE/DINER"", ""GAS CENTRAL HEATING"", ""PRIVATE BIKE STORE"", ""SMALL DRIVEWAY"", ""WALKING DISTANCE TO TOWN CENTRE""]",51.8158519,-0.7981892,LEASEHOLD
2168,https://www.onthemarket.com/details/15033805/,3 bedroom semi-detached house for sale,"Milton Place, High Wycombe HP13",400000,Price qualifier not available,Added < 7 days,Semi-detached house,3 bed,1bath,EPC rating: C*,645 sq ft / 60 sq m,"[""IMMACULATE CONDITION THROUGHOUT"", ""DRIVEWAY PARKING"", ""LARGE ENCLOSED REAR GARDEN"", ""THREE BEDROOMS"", ""GUEST CLOAKROOM"", ""CLOSE TO RGS SCHOOL"", ""UPVC DOUBLE GLAZING"", ""GAS CENTRAL HEATING"", ""QUIET CUL-DE-SAC"", ""WELL MAINTAINED COMMUNAL GARDENS""]",51.64389398849,-0.730767574465,UNKNOWN
2169,https://www.onthemarket.com/details/14780932/,3 bedroom detached house for sale,"Shabbington, Aylesbury",500000,Guide price,Added > 14 days,Detached house,3 bed,1bath,EPC rating: E*,968 sq ft / 90 sq m,"[""Detached character cottage"", ""Three double bedrooms, modern family bathroom"", ""Modern kitchen/breakfast room"", ""Living room with feature fireplace"", ""Separate dining room"", ""L-shaped rear garden"", ""Storeroom (currently used as utility cloakroom)"", ""Desirable village location""]",51.756804,-1.036218,UNKNOWN
2170,https://www.onthemarket.com/details/14533727/,4 bedroom detached house for sale,"Edmund Lane, Tingewick, Buckinghamshire, MK18",500000,Price qualifier not available,Added > 14 days,Detached house,4 bed,2bath,EPC rating: B*,"1,598 sq ft / 148 sq m","[""Tenure: Freehold"", ""A modern detached property"", ""Four bedrooms, en suite shower room, family bathroom"", ""Open plan kitchen/dining room"", ""Sitting room, office"", ""Off street parking for two cars"", ""Tanden length garage/workshop"", ""Westerly facing enclosed rear garden"", ""Village location, Royal Latin School catchment""]",51.989183957327,-1.040570730927,FREEHOLD
2171,https://www.onthemarket.com/details/14421421/,3 bedroom semi-detached house for sale,"The Comfrey, Aylesbury HP19",425000,Offers in excess of,Added > 14 days,Semi-detached house,3 bed,1bath,EPC rating: D*,818 sq ft / 76 sq m,"[""Tenure: Freehold"", ""EXCLUSIVE WATERSIDE DEVELOPMENT"", ""ENTENDED SEMI DETACHED"", ""RECEPTION HALLWAY"", ""CLOAKROOM"", ""STUNNING REFITTED KITCHEN"", ""EXTENDED DINING ROOM"", ""SITTING ROOM"", ""THREE BEDROOMS"", ""FAMILY BATHROOM"", ""GARAGE & LONG DRIVEWAY""]",51.83448682892,-0.804856762237,FREEHOLD
2172,https://www.onthemarket.com/details/14841039/,1 bedroom apartment for sale,"Silbury Boulevard, Milton Keynes , MK9",205000,Price qualifier not available,Added > 14 days,Apartment,1 bed,1bath,EPC rating not available,Size info not available,"[""Tenure: Leasehold"", ""1-Bedroom modern apartment"", ""Ideal for busy professionals"", ""Fully fitted bespoke kitchen with granite work tops"", ""Integrated 'Smeg' Appliances"", ""Video entry systems"", ""0.35 Miles from Milton Keynes Train Station"", ""Lift access to all apartments"", ""EPC-D""]",52.0378737,-0.771833,LEASEHOLD
