Income,Savings,PreferredLocation,DesiredPropertyType,MustHaveFeatures,NiceToHaveFeatures,MaxCommuteTime,FamilySize
80352.1598756667,41965.715016644914,Suburban,Condo,None,None,53,4
63981.692921712456,28414.7042697303,Rural,Condo,Gym,None,26,3
73361.38722715626,29726.954604900682,Rural,Apartment,None,None,13,4
70188.88601172692,20667.32040926804,Rural,House,Swimming Pool,None,16,3
71465.14147823247,25567.177488084897,Suburban,Condo,Garden,Balcony,50,5
58404.853242168,21151.97285973099,Suburban,Condo,Swimming Pool,None,40,5
70367.65261388414,28270.53940076577,Suburban,House,Gym,Walk-in Closet,48,5
77469.97436868175,47117.084801423436,Suburban,House,Swimming Pool,Fireplace,43,2
91767.15411692562,16280.988570686437,Suburban,Condo,None,Walk-in Closet,15,3
84389.0623912781,13864.386021232589,Rural,Condo,Swimming Pool,None,59,2
102297.73686267334,44711.70327493609,Urban,Apartment,Gym,Balcony,47,4
58489.78655667926,27906.763228481337,Rural,Apartment,Gym,None,54,2
83084.80955081017,23309.272613400834,Urban,Condo,Gym,Fireplace,43,4
72750.13008607528,40399.04687396076,Suburban,Apartment,None,Walk-in Closet,53,4
102847.04399826509,23943.844602631358,Urban,Condo,Gym,Fireplace,24,4
57875.525719672725,48260.09713546936,Rural,Condo,Garden,Fireplace,23,2
57404.17236728836,36779.25871339269,Rural,Apartment,Gym,Fireplace,15,3
61009.11031833967,25120.885918542976,Urban,Apartment,Swimming Pool,Walk-in Closet,59,2
38141.56413535289,51573.082132655036,Suburban,House,Swimming Pool,None,46,3
62113.674674788585,23942.850769966615,Suburban,House,Swimming Pool,Fireplace,59,3
58613.01007669453,37420.95372009307,Rural,House,None,Walk-in Closet,41,4
72255.90679714312,32992.92580406492,Urban,Condo,Swimming Pool,Balcony,12,2
75126.33963665739,43017.41289398798,Suburban,Apartment,None,Walk-in Closet,12,3
98142.56258823829,45615.11196726853,Suburban,Condo,None,Balcony,31,5
84256.35757279076,30320.041490657666,Rural,Apartment,Gym,Walk-in Closet,31,3
61346.44516506395,22465.821296538164,Suburban,Condo,Garden,None,19,5
56523.77992977463,34599.72142939117,Urban,House,Gym,Fireplace,12,2
77378.78757259759,23222.846302478938,Rural,House,Gym,None,21,2
50196.501894690366,50133.87247526623,Rural,House,None,Walk-in Closet,38,2
97471.8814878153,31365.353310827373,Urban,Condo,None,Fireplace,57,3
87691.60181081931,26346.784486878914,Rural,Apartment,Swimming Pool,Balcony,26,1
62962.365218429426,31846.803058649086,Suburban,Apartment,Swimming Pool,Walk-in Closet,16,3
44302.98206363684,16528.737104703036,Suburban,House,Gym,Fireplace,22,3
90308.0856124812,20283.859614893485,Urban,House,Parking,Balcony,11,4
68281.90232121073,42004.139079444256,Suburban,House,Parking,Balcony,13,4
88567.24467960192,23431.057210286042,Urban,House,Swimming Pool,None,19,3
46083.58511808449,19530.890173180604,Urban,Apartment,Parking,Walk-in Closet,48,5
61009.374655693406,35366.52752527286,Suburban,Condo,Swimming Pool,Balcony,33,4
70078.65549577275,41857.04154662997,Urban,Condo,None,Fireplace,26,3
70704.70890647113,37189.53310665067,Suburban,Condo,Gym,Balcony,15,1
63249.01792781134,39960.476858058166,Rural,Condo,Garden,Balcony,28,5
79342.74898521249,22432.04911430539,Rural,House,Gym,None,14,2
53985.69355926108,15781.893332581563,Urban,House,Swimming Pool,None,41,3
67864.30772468059,45013.33651955487,Suburban,House,Swimming Pool,Fireplace,19,3
71804.43447567848,26773.201611578643,Suburban,Condo,Gym,None,18,5
77716.58251088124,27491.669835449527,Rural,House,Swimming Pool,Balcony,36,4
80674.22317133335,43281.941418490576,Rural,House,Parking,Balcony,22,4
53130.36862243196,35562.3000940066,Suburban,Apartment,Parking,None,28,4
46988.287438965664,34558.877720816075,Urban,Apartment,Swimming Pool,Balcony,30,2
89165.15232847763,51650.02344901084,Rural,House,Swimming Pool,Balcony,33,5
74984.71017969388,23564.81769619857,Urban,Apartment,Parking,Fireplace,47,5
58772.701951651696,39278.40128081237,Urban,Apartment,Swimming Pool,None,13,4
93267.27963283785,30570.131248970843,Rural,House,Swimming Pool,Balcony,33,4
71735.11951439288,32685.922788632568,Urban,House,Gym,None,44,1
87689.45776095739,45284.68426412532,Urban,House,Garden,Fireplace,12,1
71012.77722115163,35078.357562896235,Suburban,House,Parking,None,13,3
100911.21887322981,35382.96079049633,Urban,Condo,Gym,Balcony,46,3
96330.11263664806,40725.07337309802,Suburban,Condo,Garden,None,49,5
66265.5377728139,26350.472704571148,Rural,House,Swimming Pool,Balcony,57,5
84573.56426431533,21607.903326609936,Rural,Apartment,Swimming Pool,Balcony,44,2
79680.63924377722,19551.908059789665,Suburban,House,Gym,Balcony,40,2
90529.47336298523,10336.434106239984,Rural,House,Swimming Pool,Fireplace,53,1
55526.14809129843,50562.07129940322,Urban,Apartment,None,None,34,3
80290.7718999766,18967.916342783166,Urban,Condo,Gym,Fireplace,49,1
85876.36730274382,27787.46376414228,Urban,House,Garden,None,22,1
43618.90770365328,27231.867001110793,Rural,House,Gym,Fireplace,13,3
52251.12231001337,33074.06697809101,Urban,Condo,Parking,Walk-in Closet,55,2
39411.51733359849,38157.37212539297,Rural,Condo,Gym,Balcony,23,3
65958.89748333163,38604.734883597455,Urban,Apartment,Swimming Pool,Balcony,22,4
80763.13383693944,24169.225614310613,Suburban,Condo,Swimming Pool,Fireplace,36,4
92535.35578144042,28328.782862135886,Rural,Condo,None,Walk-in Closet,15,4
71111.42170629663,32825.799504883,Rural,Condo,None,Balcony,26,5
94429.23318356938,27513.08873816453,Urban,Apartment,None,None,45,2
49298.47812677663,46073.455760199926,Rural,Condo,Garden,Fireplace,49,2
44449.26340967268,34909.749516382515,Rural,Condo,None,Balcony,58,5
69166.78451655072,37348.77786049817,Suburban,Apartment,Garden,Balcony,44,1
75760.98173408961,36628.81268667413,Suburban,Condo,None,Fireplace,26,4
69509.5787785886,41734.73857485325,Urban,Condo,Garden,Fireplace,50,4
38988.368499401855,31810.21558703707,Suburban,Apartment,Gym,None,11,1
68663.19940730817,17031.680520441536,Urban,House,Gym,None,22,3
50432.9574924272,33996.87951752642,Urban,Apartment,Swimming Pool,Balcony,11,3
80045.08823245058,23486.43106208171,Urban,Condo,Garden,Balcony,37,2
75498.97369145273,24713.833182502432,Rural,Condo,Parking,Fireplace,52,5
55901.80320508967,35863.64018755093,Suburban,Condo,Swimming Pool,Balcony,35,2
62291.9962399496,42382.830714336356,Urban,Apartment,Gym,Balcony,31,3
54111.79717166573,30212.715767360616,Suburban,Condo,Garden,Fireplace,56,1
69059.81354090243,33088.33012598964,Urban,Condo,None,Balcony,52,2
84327.13480751857,47022.14944635238,Suburban,Apartment,Parking,Balcony,12,4
55214.10930496684,32407.531794885683,Suburban,House,Gym,Walk-in Closet,44,4
77560.69773276767,56016.83114180395,Urban,House,Swimming Pool,None,21,1
62046.13572441339,35655.09645631544,Rural,Condo,Garden,Fireplace,33,3
58106.907516064835,12392.372408441825,Suburban,Apartment,Parking,Walk-in Closet,14,4
68394.54460068163,37533.416211045325,Rural,Condo,Garden,None,29,4
54471.365163709386,33811.58384882778,Rural,Apartment,None,None,48,5
61695.26041979227,42897.527540827454,Urban,Apartment,Swimming Pool,None,48,2
52031.831611167276,36731.813512699584,Urban,House,Garden,Walk-in Closet,22,3
99470.87699374584,28615.440160162263,Urban,House,Gym,Walk-in Closet,50,2
70528.95327957593,17757.017637106343,Suburban,Apartment,Swimming Pool,None,54,3
59504.117380111216,27909.767427139748,Urban,Condo,Gym,Balcony,21,4
73209.69866101333,21494.795457907,Urban,House,Garden,Balcony,22,5
68315.07925463756,24194.765501952774,Suburban,Condo,Swimming Pool,Walk-in Closet,19,2
66685.45600700166,35885.7840442061,Suburban,House,Gym,Walk-in Closet,42,4
79212.50050065138,46699.04504351407,Urban,House,None,Walk-in Closet,49,3
81362.61565070957,33946.715298229814,Urban,Condo,None,None,25,2
62042.48278584209,18041.169379648156,Urban,House,Garden,Balcony,54,2
61362.7263903298,34446.02668220141,Urban,House,Swimming Pool,Walk-in Closet,44,4
65874.22454272534,41966.31486645651,Rural,Condo,Parking,Walk-in Closet,12,2
35471.18252896623,23902.170956806178,Rural,House,Swimming Pool,Fireplace,14,5
47272.13406702172,28659.828333270823,Urban,House,None,None,35,5
90503.11401166787,30146.88194729197,Rural,House,Gym,Fireplace,20,4
94674.51570251926,22151.016869177598,Suburban,Condo,Parking,Balcony,16,3
66264.45940665432,36482.80433843859,Rural,Apartment,Garden,Fireplace,19,4
78648.35444583649,28790.518513922183,Rural,Condo,Parking,Fireplace,51,5
74668.75231815304,34195.324439070275,Urban,Apartment,Garden,Fireplace,43,1
116183.21212682856,21125.078221978998,Rural,House,Parking,None,12,1
86793.62367151865,25625.416996765896,Rural,Apartment,Garden,Balcony,17,2
68081.2361277885,37223.81357827771,Rural,Condo,Garden,Fireplace,40,2
55666.89339099362,26271.66847908233,Rural,Condo,Parking,None,20,1
45903.30519613641,47269.63851233405,Suburban,House,Parking,Balcony,54,5
73051.95453800834,26003.638143853976,Urban,Apartment,Garden,Walk-in Closet,16,2
58654.73882073545,32246.84725751886,Urban,House,None,Fireplace,54,4
48666.19435603489,39325.9083187309,Suburban,House,Parking,Balcony,11,4
60301.4067363621,15816.342670669683,Rural,Condo,Swimming Pool,Fireplace,15,5
53776.779945784074,12391.911880192241,Suburban,Apartment,Gym,Walk-in Closet,50,2
95307.12452608848,14743.436854299052,Rural,Apartment,Garden,Balcony,41,4
83224.59635424176,42625.84103427182,Suburban,Apartment,Garden,None,29,2
69880.41038025075,24481.41854107553,Urban,Apartment,Gym,Balcony,43,2
92199.16208335038,55581.992856682526,Urban,House,None,None,59,4
71160.52461471428,24357.524013426115,Urban,House,Gym,Balcony,25,1
57080.73698007604,31845.51303197037,Rural,Condo,Parking,None,34,4
92846.86115904486,45421.09952567876,Rural,House,Gym,Walk-in Closet,21,5
78083.65065526988,50060.92888159123,Suburban,House,Garden,Walk-in Closet,16,3
54441.30768510315,50615.03576636397,Suburban,Condo,Gym,Walk-in Closet,48,4
67144.91982874587,42083.66230593142,Urban,Condo,Swimming Pool,Balcony,26,2
56865.726199228644,40240.625258114625,Rural,Condo,Parking,Walk-in Closet,54,2
49258.00403553496,35925.26949201183,Suburban,House,Gym,Fireplace,20,4
83892.66321297461,37783.61076166638,Rural,House,Garden,Walk-in Closet,15,3
98641.24960705196,24488.142836714665,Rural,Condo,Parking,None,32,4
49021.48639271288,21818.01116577693,Urban,Condo,Garden,None,36,3
78444.53855035856,29966.25542589048,Urban,Condo,None,None,55,3
60240.361463172594,28298.153774750717,Rural,House,Swimming Pool,Balcony,15,5
62693.11924352956,25467.719506727248,Rural,House,None,Fireplace,47,2
61114.09113641696,36963.87447456715,Rural,Apartment,Swimming Pool,Walk-in Closet,11,2
57040.138454802756,39553.05208570511,Rural,House,Gym,Fireplace,31,3
70727.82441917241,30884.068862918473,Urban,House,Parking,Fireplace,29,2
57535.748253834434,44775.30081055262,Suburban,House,Gym,None,34,1
74056.85238669759,18583.10885866495,Urban,Condo,Swimming Pool,None,24,3
69246.42835826294,28063.40540720282,Suburban,House,Swimming Pool,None,58,2
66415.77929700386,22831.77679397195,Rural,Condo,Swimming Pool,Balcony,38,1
56386.545069376036,11334.633829269402,Suburban,Apartment,Garden,Fireplace,17,5
61348.43004147501,29173.193141573007,Urban,Apartment,Parking,Fireplace,46,2
81330.86838738635,28782.524916167164,Urban,Condo,Gym,Balcony,58,1
77513.75781436572,45134.49743242131,Rural,Condo,Gym,Balcony,42,4
55336.67132802174,36308.116845547775,Urban,Condo,None,Balcony,31,4
71489.98458143839,19758.131756707953,Rural,House,Swimming Pool,Fireplace,59,1
81270.80685057683,48540.925663341885,Urban,Apartment,Swimming Pool,Fireplace,56,3
44958.92078317942,42210.33695525353,Urban,Condo,Swimming Pool,None,14,3
78150.40288569902,35820.977034686155,Rural,House,Gym,None,48,2
60060.643615812296,27735.15901150168,Suburban,Apartment,None,Fireplace,27,4
78558.9800288974,20405.607632765204,Urban,House,Garden,None,47,3
58551.11265186225,26277.93223928947,Suburban,Apartment,Parking,Balcony,46,3
42926.76849003221,40887.48619704186,Urban,House,Garden,Walk-in Closet,39,4
45586.86343175256,48845.86305934609,Urban,Apartment,Gym,None,40,5
70721.27419992074,45432.43528272189,Urban,Apartment,Swimming Pool,Fireplace,19,3
73895.83752582222,25111.50578213726,Urban,House,Parking,None,24,1
56435.25062343387,18803.825667109886,Suburban,Condo,Gym,None,51,2
79578.88688166061,31408.86246911204,Suburban,Apartment,Gym,None,57,3
45077.1990659656,12315.606344371485,Urban,Condo,Gym,Walk-in Closet,53,3
69008.80302029024,33231.67714184782,Urban,House,Parking,Balcony,27,5
51834.75700356315,28523.974137013312,Suburban,Condo,Parking,Fireplace,32,1
60222.45838296761,25339.634981317577,Rural,Condo,None,Walk-in Closet,42,2
70710.9800697462,14052.969327332046,Rural,Condo,None,Fireplace,25,3
57093.799520740715,35136.001065697164,Suburban,Condo,Garden,Fireplace,47,2
64231.66683655262,24672.991603380884,Urban,Condo,Parking,Fireplace,44,4
85094.39213821662,18300.83164289712,Urban,Apartment,Parking,Walk-in Closet,43,3
61346.62195715277,1277.3778671835062,Rural,Apartment,Parking,Balcony,37,3
82535.38168097712,29724.850949493637,Rural,Apartment,None,Fireplace,11,4
53054.397180135726,47722.515966697436,Suburban,House,Gym,Balcony,39,5
77947.06266872924,46612.5921454787,Rural,Condo,Swimming Pool,Balcony,22,3
91623.5293098685,25429.03743413728,Suburban,Apartment,None,None,50,2
32925.33249809066,23977.879396382195,Rural,House,Parking,Walk-in Closet,25,1
58046.57116794285,34687.74256075024,Rural,Apartment,None,Walk-in Closet,14,2
78656.0819077081,20016.145608117084,Rural,Apartment,Garden,None,37,5
66954.3192093551,33017.91899819466,Urban,Condo,Parking,None,48,1
75567.18810056963,37660.8027838469,Urban,House,Garden,Balcony,54,2
60940.22219926269,42269.332238843075,Urban,Condo,Parking,Fireplace,29,2
71298.8468120935,28998.459235200473,Rural,Condo,None,Walk-in Closet,33,4
67664.84146911881,27963.262498230342,Suburban,Apartment,Gym,Fireplace,36,5
87516.73092489711,21220.17413243439,Suburban,Condo,Swimming Pool,Fireplace,39,4
73816.3126495182,21731.1964596014,Suburban,House,Garden,None,54,1
75064.03993112803,27735.211080984733,Suburban,Condo,None,Fireplace,36,4
63821.84550816299,33673.65506816178,Urban,Condo,Gym,Balcony,35,5
62685.906638912595,39135.846262332496,Urban,Condo,None,None,16,3
63511.627182705684,21968.21049319655,Rural,Apartment,Garden,Fireplace,51,3
75916.78213567445,44926.88568959522,Rural,House,Swimming Pool,None,56,1
63685.232787696055,27288.763989574312,Suburban,Apartment,None,Balcony,47,3
74346.6228534462,29786.327056515638,Urban,Apartment,Parking,Balcony,14,4
101131.01197968159,22527.883208521765,Suburban,Apartment,Gym,Fireplace,32,1
83066.87055147538,5757.597397270583,Rural,Apartment,None,None,37,5
65109.647017482384,38840.4539636105,Rural,Apartment,Gym,Fireplace,43,1
88018.20883245918,37368.43897092433,Suburban,House,Parking,Fireplace,24,1
63878.86940467673,27186.724428817866,Rural,Condo,Swimming Pool,None,41,2
39428.131972332194,30669.90717224872,Suburban,Apartment,Swimming Pool,Fireplace,35,2
54878.70533623894,35159.392177040994,Urban,Apartment,Parking,Balcony,57,1
41938.121184612166,14374.541431134574,Suburban,House,Gym,None,40,3
64727.297739380374,24709.47322653705,Urban,House,None,None,28,2
70276.27568784327,37942.64679621827,Urban,Condo,Parking,None,18,5
95146.55968412924,17457.105768307505,Rural,House,Garden,None,38,4
74903.91060646244,32935.57932166629,Rural,Condo,Gym,Fireplace,48,2
66713.49206786703,16434.18195376595,Rural,Apartment,Swimming Pool,Fireplace,13,1
82441.08371775234,34664.29982433526,Suburban,Apartment,Parking,Balcony,12,3
36832.97036488172,29643.585177025165,Suburban,Condo,Swimming Pool,Walk-in Closet,38,4
73534.21837162849,13848.681840944906,Rural,House,Gym,Walk-in Closet,20,2
81562.9779083045,41647.393544571714,Suburban,Condo,Swimming Pool,Balcony,42,3
47821.20631330238,22654.084232019508,Rural,House,Parking,Walk-in Closet,47,3
87156.31064810394,21897.47562985619,Suburban,Apartment,Gym,Balcony,20,3
75077.44611241622,32005.69197230943,Urban,House,Garden,Fireplace,36,1
63770.681291487985,41486.37349428715,Urban,Condo,Parking,None,42,5
79491.72799159428,19841.78181021603,Rural,Condo,None,None,30,3
104060.39286706594,30616.798498479715,Suburban,Apartment,Parking,Fireplace,48,4
72727.99382587743,34288.16500330573,Suburban,House,Gym,None,40,2
73723.30879450504,36931.05607263144,Urban,House,Parking,None,47,4
63109.58650689634,31764.41555277225,Urban,House,Garden,Walk-in Closet,55,1
57252.33445802813,26329.721609166776,Rural,Apartment,Garden,Fireplace,11,1
82455.03724816369,21724.097793512803,Urban,House,None,Walk-in Closet,36,4
57158.74261136699,30861.438830463747,Rural,Condo,Swimming Pool,Walk-in Closet,45,5
71073.49355829088,19278.60988014393,Urban,House,Gym,None,20,1
62835.13829852325,786.495165053926,Urban,Apartment,Gym,None,56,1
77184.69738619588,34365.598041576675,Suburban,House,Swimming Pool,Fireplace,27,4
75004.93157930422,39039.34841086195,Urban,House,Garden,None,10,1
85563.0991638685,6370.675644581617,Urban,Condo,Garden,None,44,5
62349.75401717879,19902.692952900623,Rural,House,Parking,Fireplace,44,5
65951.87597059943,36191.542610051976,Urban,Condo,None,None,40,5
55318.54426326539,50574.95469711699,Rural,Condo,None,Walk-in Closet,37,2
63335.60109885833,30207.93707675408,Urban,Apartment,None,Fireplace,48,5
75659.50739567279,22719.970587708656,Urban,Condo,Parking,None,10,5
81354.82924968028,28171.0355889516,Rural,Condo,None,Balcony,34,2
56167.52013733562,43748.76419148185,Suburban,Apartment,Swimming Pool,Fireplace,52,3
83044.0888015849,23540.358208754646,Rural,Condo,Parking,Fireplace,47,1
90334.56788207426,22008.079933497465,Rural,Apartment,Swimming Pool,Balcony,29,5
76201.52354835552,25172.564778179676,Rural,House,Parking,None,12,1
98151.937188371,20466.713917412875,Suburban,Apartment,None,None,11,4
58393.1620134464,31226.703159947956,Urban,Condo,Swimming Pool,Fireplace,27,1
51330.179450328746,46246.784584695604,Rural,Apartment,Swimming Pool,Fireplace,53,2
43319.19626643582,33230.79273116029,Rural,Condo,Swimming Pool,None,19,1
92440.66467233775,27476.464978737124,Suburban,House,Parking,None,14,1
79815.48484531087,27081.88731084456,Rural,Apartment,Gym,Walk-in Closet,18,1
69166.22993634318,14368.09191303343,Urban,House,None,Fireplace,11,3
74199.52939479731,38831.09777147159,Suburban,Condo,Swimming Pool,Fireplace,43,3
53117.66429052435,29221.62802987198,Urban,Condo,Gym,Balcony,47,4
106686.27969425239,28195.200864093742,Urban,House,None,Walk-in Closet,40,2
71938.31772962841,61931.07567844861,Suburban,Apartment,None,None,19,1
71640.9219190734,32987.52908365686,Rural,Apartment,Swimming Pool,Walk-in Closet,59,1
80886.49935848037,22482.089499048157,Urban,Condo,Swimming Pool,None,21,1
77215.13847605069,25736.42403794457,Urban,House,Parking,None,45,1
73358.26036418696,41484.457091967546,Urban,House,Gym,Walk-in Closet,30,3
58142.88316832032,31132.704105377645,Urban,Apartment,Gym,Fireplace,58,4
77072.02535703994,15617.220216826334,Suburban,Apartment,Swimming Pool,None,56,5
98230.3674471255,39192.28934575203,Suburban,Apartment,None,Walk-in Closet,15,2
90181.30069232467,23318.55914461006,Urban,House,Swimming Pool,Balcony,57,1
93897.79939959096,48732.977762175455,Rural,Apartment,None,Walk-in Closet,58,4
62331.76485353222,40800.48065714649,Urban,Apartment,None,Balcony,12,5
55155.92769612129,25526.781043412488,Rural,Condo,Swimming Pool,None,19,4
68113.19619850528,42810.16361735113,Urban,Apartment,Garden,Walk-in Closet,14,3
70835.87368433042,30678.555105274034,Rural,Apartment,Gym,Walk-in Closet,55,5
86412.87277706423,38527.7367512222,Urban,House,None,Balcony,35,4
44613.030554277706,34847.32817294475,Rural,House,None,Walk-in Closet,30,3
92943.2547919092,21536.433450091266,Urban,Condo,Garden,Walk-in Closet,54,4
67629.88152131515,23564.50167682538,Urban,Apartment,Parking,None,35,4
63596.7839507887,40299.60817581161,Rural,Condo,Garden,Walk-in Closet,47,5
54818.434371097486,26652.246678934593,Suburban,House,Garden,Fireplace,53,3
45177.14992201346,25963.515367580032,Rural,Condo,None,Balcony,35,1
82347.55875942872,20448.77420650647,Suburban,House,Gym,Walk-in Closet,17,2
71099.76950782606,34235.99065593461,Urban,Condo,Garden,Balcony,14,5
50650.58650388419,50625.24919243145,Rural,Condo,Parking,Balcony,24,3
50573.818419045754,19324.67085745727,Rural,Apartment,Swimming Pool,Balcony,25,4
64963.229510648074,30242.19456672758,Rural,Condo,Garden,Walk-in Closet,10,3
95035.32287934089,44122.205554154294,Suburban,Apartment,Garden,Walk-in Closet,25,2
66106.12972954592,29203.586087542848,Suburban,Apartment,Parking,Balcony,46,2
47452.85570322841,34523.717962497336,Urban,Apartment,Gym,Fireplace,12,1
66313.85403871084,19376.064718531205,Suburban,Apartment,Garden,Balcony,56,1
65909.14645378494,34283.070972076486,Suburban,Condo,Garden,Fireplace,40,2
29546.700355876426,28128.557349954513,Urban,House,Gym,Balcony,22,5
69185.57700223282,39857.299956798626,Rural,House,Parking,None,25,5
66535.98204686983,41873.86051564751,Rural,House,Garden,Balcony,52,4
80443.09547220127,55895.63642018614,Urban,Condo,Gym,Balcony,30,1
97734.34142418018,35796.33173213575,Rural,Apartment,Garden,Walk-in Closet,11,4
86898.47544321636,33257.96316582167,Suburban,House,Swimming Pool,Fireplace,36,1
65966.66964167754,31943.84301577336,Urban,Condo,None,None,47,2
53402.11136887495,26468.33707189312,Urban,Apartment,Swimming Pool,Fireplace,35,5
108600.3970487479,33384.83843461691,Urban,House,Garden,None,47,5
70888.27651021733,27045.985898609706,Rural,Apartment,Parking,Balcony,55,2
70208.9393786942,31684.609762696142,Urban,House,None,Walk-in Closet,34,4
69638.12369334995,43175.975356079594,Urban,House,Swimming Pool,Walk-in Closet,20,4
72971.27141151782,19934.57434720359,Urban,House,Gym,Fireplace,17,3
67834.59382114086,41398.785611290456,Rural,Apartment,Parking,Walk-in Closet,17,1
61395.069896796456,43171.15067339865,Suburban,Condo,Swimming Pool,Fireplace,42,4
61797.115881394115,28819.314730089212,Urban,Apartment,Gym,Fireplace,16,2
69508.70094676003,8781.451009914053,Suburban,House,Garden,None,47,4
61848.62843299352,23921.780129055674,Rural,Apartment,Gym,Fireplace,30,5
59307.313259842536,42969.94546561109,Rural,Condo,Swimming Pool,None,17,1
71596.45341537845,29771.31937701118,Rural,Apartment,Swimming Pool,Walk-in Closet,30,3
66175.34173868717,20006.97767705089,Rural,Condo,Garden,Fireplace,29,1
92559.89482874033,24952.250787717825,Suburban,Condo,Gym,Fireplace,17,5
30235.45287410482,38406.20026504553,Urban,Apartment,Gym,Balcony,55,5
86372.60277883692,35467.33568201379,Rural,House,Garden,Fireplace,40,5
88691.27788746444,27610.679008303057,Rural,Condo,Gym,Fireplace,59,5
38899.14651387776,26331.755881853125,Suburban,Apartment,Garden,Balcony,38,2
64859.68608879477,26082.41850956178,Suburban,Condo,Parking,Balcony,57,3
64428.38701006313,20775.898155014977,Rural,House,Swimming Pool,Walk-in Closet,18,5
48887.32457923268,46153.756894694416,Urban,Apartment,Parking,Fireplace,24,5
58332.74968613687,26776.7953078866,Urban,Apartment,None,Walk-in Closet,39,4
53341.36231801257,42171.58520825497,Rural,Apartment,None,Walk-in Closet,35,3
96284.05665135435,45213.16051922451,Suburban,House,None,Balcony,19,1
84035.17589721191,39983.1089814796,Rural,Condo,Garden,None,38,3
89073.32642491237,25683.796872819516,Rural,Apartment,Gym,Walk-in Closet,25,3
80825.08096064853,34037.30090336609,Suburban,Condo,Parking,None,45,3
53064.22343174156,29758.04393609084,Rural,Condo,Parking,Fireplace,29,5
62132.196005803395,20962.98139269872,Rural,House,Parking,Balcony,54,5
77340.61841841877,33243.59281721603,Rural,Apartment,Parking,Fireplace,46,2
51668.08286662082,18209.602088401974,Suburban,Condo,None,Fireplace,31,1
80694.97645258582,41876.79388461564,Urban,Apartment,Parking,Balcony,16,4
66395.11902762798,25353.82702701607,Urban,Apartment,Gym,Fireplace,32,3
64377.68788675604,32011.596558728394,Suburban,House,None,Balcony,50,1
80664.39952305237,32832.87871546142,Urban,Apartment,Parking,None,49,1
76663.94967229059,27410.950262959228,Rural,Apartment,Garden,Fireplace,38,2
64585.507512713804,35866.93801475275,Urban,Condo,Swimming Pool,Balcony,25,4
87389.94705046373,25250.963433774756,Rural,House,Swimming Pool,Walk-in Closet,47,3
53784.05008600154,38712.97297457244,Urban,Apartment,Swimming Pool,Fireplace,37,4
79239.03410416396,16540.203197532515,Suburban,Condo,None,None,57,2
78896.51886952575,31263.795795464117,Urban,House,Parking,Balcony,47,5
65356.803410290144,49389.28999058285,Urban,House,None,Fireplace,40,1
74891.99533363177,19996.686753944254,Urban,Condo,Gym,Fireplace,23,3
51233.29635422045,23222.550294751483,Suburban,Condo,Garden,Fireplace,42,5
83860.40528810352,35139.07849658915,Urban,Condo,Garden,None,18,2
67226.46795335517,31795.81781939598,Suburban,Condo,Swimming Pool,Balcony,36,4
62159.154692214404,33506.30099273559,Rural,Condo,Swimming Pool,Walk-in Closet,33,1
85735.13838755334,34891.87130147663,Urban,Apartment,Swimming Pool,Walk-in Closet,22,3
59434.84464185861,36347.2146856177,Suburban,Apartment,Parking,Walk-in Closet,35,5
48873.08055454661,41096.99841956223,Suburban,House,Gym,Balcony,38,5
46650.562397141446,34098.18656928513,Urban,Apartment,Gym,Walk-in Closet,58,1
79090.1492701846,27587.423453814576,Rural,Apartment,Gym,None,52,4
50793.559712555754,36725.73701202731,Suburban,Apartment,Gym,Balcony,37,2
96321.91272976546,48998.81934895215,Urban,Condo,Swimming Pool,Fireplace,37,4
38771.05888174417,28673.662536174263,Rural,House,Garden,None,17,4
95446.84552435057,20254.706953293586,Suburban,House,Swimming Pool,Fireplace,32,4
73165.26200803928,41070.80669286973,Suburban,House,Gym,Walk-in Closet,38,1
68549.30332194411,28796.188360464017,Rural,House,Swimming Pool,None,14,1
61826.21369786575,8273.304539859637,Rural,Apartment,Gym,Balcony,51,2
75987.04171528107,38474.216771504216,Urban,Apartment,None,None,16,4
69435.47946362727,24646.718140460773,Urban,Condo,Garden,Fireplace,51,1
86549.52823024782,29094.66717695839,Suburban,House,None,Balcony,45,2
71713.41472993059,33319.80330569015,Rural,Apartment,Parking,None,50,2
72254.52642192817,31904.996797790664,Rural,Apartment,Swimming Pool,None,36,4
64545.81681679216,37094.518171390395,Rural,Condo,Parking,None,55,3
69145.81564418398,25645.136294301567,Suburban,Condo,Swimming Pool,None,11,4
74617.0265333809,35131.05798176082,Rural,Condo,None,Balcony,34,3
44347.474110150615,27404.533224160827,Rural,Apartment,Gym,Fireplace,18,2
49777.21866841431,37388.10480887503,Suburban,Apartment,Gym,None,36,1
81148.96141034072,36153.67484013054,Urban,Condo,Swimming Pool,Balcony,10,5
72562.98157191912,20645.612979554047,Urban,House,Gym,Fireplace,32,2
67240.24995470981,40859.821161750326,Suburban,Condo,None,None,19,1
70276.5089959809,24640.365548859518,Rural,Condo,Gym,Fireplace,51,2
75213.72558042506,38080.577982811454,Suburban,Condo,None,Fireplace,34,4
61903.60479535958,33672.8731340134,Urban,Condo,Parking,Balcony,12,3
58325.42911896531,48381.83676795123,Urban,Apartment,None,Fireplace,15,2
72937.67882646523,27765.34017628148,Suburban,House,Garden,Balcony,15,1
55324.40833577452,26506.832038818025,Suburban,Condo,Garden,None,11,4
76123.79133571708,29805.803941122675,Urban,House,Garden,Fireplace,27,5
