id,property_url,title,address,price,pricing_qualifier,listing_time,property_type,bedrooms,bathrooms,epc_rating,size,features,normalized_address,source,latitude,longitude,Unique Transaction Identifier,Price,Date of Transaction,Postal Code,Property Type,Old/New,Duration,PAON,SAON,Street,Locality,Town/City,District,County,PPD Category Type,Record Status,Date
365.0,https://www.onthemarket.com/details/13807326/,2 bedroom flat for sale,"High Wycombe,  Buckinghamshire,  HP11",220000.0,Price qualifier not available,OnTheMarket > 14 days,Flat,2 bed,1bath,EPC rating: C*,459 sq ft / 43 sq m,"['Tenure: Leasehold (153 years remaining)', 'Leasehold Term 189 years from 01/08/1987', 'Access to M40 & High Wycombe Train station', 'Modernised ground floor apartment', 'Communal gardens', 'Allocated parking', 'Lounge/dining room', 'Two double bedrooms', 'Kitchen']","High Wycombe,  Buckinghamshire,  HP11",scraped,51.6232726,-0.7561145,,220000.0,,,F,,,,,,,,,,,,2023-12-31
366.0,https://www.onthemarket.com/details/14063196/,4 bedroom end of terrace house for sale,"Lay Road, Aylesbury HP19",460000.0,Price qualifier not available,OnTheMarket < 14 days,End of terrace house,4 bed,2bath,EPC rating: C*,"1,528 sq ft / 142 sq m","['Tenure: Freehold', 'FOUR BEDROOM END OF TERRACE', 'RECEPTION HALLWAY', 'CLOAKROOM', 'FABULOUS OPEN PLAN KITCHEN/FAMILY ROOM', 'LOUNGE', 'MASTER BEDROOM SUITE WITH BATHROOM & EN-SUITE', 'THREE FURTHER BEDROOMS', 'FAMILY BATHROOM', 'REAR/SIDE & FRONT GARDENS', '""SECURE, GATED PARKING""']","Lay Road, Aylesbury HP19, Buckinghamshire",scraped,51.82715005162,-0.82895871104,,460000.0,,,T,,,,,,,,,,,,2023-12-31
367.0,https://www.onthemarket.com/details/13635335/,4 bedroom detached house for sale,"Wetherby Gardens, Racecourses, Milton Keynes",425000.0,Price qualifier not available,OnTheMarket > 14 days,Detached house,4 bed,1bath,EPC rating: D*,"1,011 sq ft / 94 sq m","['FOUR BEDROOMS', 'DETACHED', 'NO UPPER CHAIN', 'CLOAKROOM AND FAMILY BATHROOM', 'DRIVEWAY PARKING', 'ENCLOSED SOUTH FACING GARDEN', 'SINGLE GARAGE', 'SOUGHT AFTER CUL-DE-SAC LOCATION']","Wetherby Gardens, Racecourses, Milton Keynes, Buckinghamshire",scraped,51.985712435728,-0.766726700234,,425000.0,,,D,,,,,,,,,,,,2023-12-31
368.0,https://www.onthemarket.com/details/13895999/,2 bedroom bungalow for sale,"Woodlands Crescent, Buckingham",335000.0,Price qualifier not available,OnTheMarket > 14 days,Bungalow,2 bed,1bath,EPC rating: D*,473 sq ft / 44 sq m,"['Semi Detached Bungalow', 'Two Bedrooms', 'Large Conservatory', 'Landscaped Rear Garden', 'UPVC Double Glazing and Gas to Radiator Central Heating', 'EPC Rating D', 'No Onward Chain', 'Off Road Parking']","Woodlands Crescent, Buckingham, Buckinghamshire",scraped,52.0049599,-0.9836425,,335000.0,,,D,,,,,,,,,,,,2023-12-31
369.0,https://www.onthemarket.com/details/14003976/,5 bedroom detached house for sale,"Lavendon, Olney MK46",550000.0,Guide price,OnTheMarket > 14 days,Detached house,5 bed,3bath,EPC rating: D*,"1,550 sq ft / 144 sq m","['Tenure: Freehold', 'Five bedroom detached family home', 'Situated in a quiet cul de sac in the popular village of Lavendon', 'Remodelled and greatly improved by the current owners', 'Stunning, refitted Kitchen/breakfast room and utility room', 'Master bedroom with refitted en suite', 'Refitted four piece family bathroom', 'Off road parking for up to three vehicles', 'Private rear garden and conservatory']","Lavendon, Olney MK46, Buckinghamshire",scraped,52.163496081981,-0.695360358285,,550000.0,,,D,,,,,,,,,,,,2023-12-31
370.0,https://www.onthemarket.com/details/13927853/,4 bedroom semi-detached house for sale,"Bryants Acre, Wendover HP22",550000.0,Guide price,OnTheMarket > 14 days,Semi-detached house,4 bed,3bath,EPC rating: D*,"1,259 sq ft / 117 sq m",[],"Bryants Acre, Wendover HP22, Buckinghamshire",scraped,51.768547658604,-0.744127058132,,550000.0,,,S,,,,,,,,,,,,2023-12-31
371.0,https://www.onthemarket.com/details/14026461/,2 bedroom end of terrace house for sale,"Martingale Place, Downs Barn",250000.0,Price qualifier not available,OnTheMarket > 14 days,End of terrace house,2 bed,1bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'CHAIN FREE', 'END OF TERRACE', 'TWO DOUBLE BEDROOMS', 'OFF ROAD PARKING', 'GARDENS', 'CUL DE SAC LOCATION', 'COUNCIL TAX BAND B']","Martingale Place, Downs Barn, Buckinghamshire",scraped,52.053326184904,-0.749833232709,,250000.0,,,T,,,,,,,,,,,,2023-12-31
372.0,https://www.onthemarket.com/details/13924667/,4 bedroom detached house for sale,"Farleigh Drive,  Aylesbury,  HP18",500000.0,Guide price,OnTheMarket > 14 days,Detached house,4 bed,0bath,EPC rating: B*,"1,596 sq ft / 148 sq m","['Tenure: Freehold', 'Four Bedroom Detached', 'Sought after Location', 'Ensuite to Master', 'Separate Reception Rooms', 'Enclosed Rear Garden', 'Close to Local Amenities', 'Walking Distance To Train Station', 'Off Road Parking']","Farleigh Drive,  Aylesbury,  HP18, Buckinghamshire",scraped,51.838349417018,-0.855487689081,,500000.0,,,D,,,,,,,,,,,,2023-12-31
373.0,https://www.onthemarket.com/details/13449689/,2 bedroom end of terrace house for sale,"Carr Close,  Aylesbury,  HP19",269500.0,Offers in excess of,OnTheMarket > 14 days,End of terrace house,2 bed,0bath,EPC rating: D*,829 sq ft / 77 sq m,"['No Onward Chain', 'Potential For Extension (STPP)', 'Off Road Parking', 'Enclosed Rear Garden', 'Two Bedrooms', 'Gas Central Heating']","Carr Close,  Aylesbury,  HP19, Buckinghamshire",scraped,51.826964988829,-0.840235032877,,269500.0,,,T,,,,,,,,,,,,2023-12-31
374.0,https://www.onthemarket.com/details/13817622/,4 bedroom townhouse for sale,"Wickstead Avenue, Milton Keynes MK8",365000.0,Price qualifier not available,OnTheMarket > 14 days,Townhouse,4 bed,3bath,EPC rating: C*,"1,313 sq ft / 122 sq m","['Tenure: Freehold', 'No Above Chain', 'Mid Terraced Town House', 'Three Bathrooms', 'Four Bedrooms', 'Lounge/Dining', 'Kitchen/Breakfast', 'Utility', 'Rear Garden', 'Off Road Parking']","Wickstead Avenue, Milton Keynes MK8, Buckinghamshire",scraped,52.023250863157,-0.810468238669,,365000.0,,,D,,,,,,,,,,,,2023-12-31
375.0,https://www.onthemarket.com/details/13871589/,3 bedroom semi-detached house for sale,"Nicholson Grove, Grange Farm, Milton Keynes, MK8",375000.0,Offers over,OnTheMarket > 14 days,Semi-detached house,3 bed,2bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'SEMI DETACHED', 'SET OVER THREE FLOORS', 'GUEST CLOAKROOM', 'KITCHEN/BREAKFAST ROOM', 'LOUNGE/DINER', 'PARKING FOR TWO CARS', 'SET ALONG A PRIVATE PATHWAY', 'WALKING DISTANCE TO SHOPS', 'HIGHLY REGARDED SCHOOLING', 'EASY ACCESS TO M1 & A5']","Nicholson Grove, Grange Farm, Milton Keynes, MK8, Buckinghamshire",scraped,52.021989631856,-0.805811345968,,375000.0,,,S,,,,,,,,,,,,2023-12-31
376.0,https://www.onthemarket.com/details/13674368/,3 bedroom semi-detached house for sale,"Queen Street, High Wycombe HP14",490000.0,Guide price,OnTheMarket > 14 days,Semi-detached house,3 bed,1bath,EPC rating: E*,828 sq ft / 77 sq m,"['Tenure: Freehold', 'Extended Period Home', 'Elevated Country Views', '3 Bedrooms', 'Good Size Rear Garden', 'Large Garage', 'Open Plan Kitchen/Dining Room', 'Excellent Transport Links', 'Popular Village', 'Quiet Backwater', 'Driveway Parking']","Queen Street, High Wycombe HP14, Buckinghamshire",scraped,51.639555013571,-0.831450010106,,490000.0,,,S,,,,,,,,,,,,2023-12-31
377.0,https://www.onthemarket.com/details/13671807/,5 bedroom semi-detached house for sale,"St. Georges Crescent, Slough",585000.0,Guide price,OnTheMarket > 14 days,Semi-detached house,5 bed,2bath,EPC rating: E*,764 sq ft / 71 sq m,"['SOLD WITH NO ONWARD CHAIN', 'WITHIN 10 MINUTE WALK OF BURNHAM RAIL STATION (PART OF ELIZABETH LINE NETWORK)', 'EASY ACCESS TO M4 MOTORWAY (JUNCTION 7)', 'LARGE REAR GARDEN - MAINLY LAID TO LAWN', 'DRIVEWAY PARKING AND SINGLE GARAGE', 'WITHIN WALKING DISTANCE OF EXCELLENT SCHOOLS', 'CLOSE TO LOCAL AMENITIES', 'CONSERVATORY TO REAR']","St. Georges Crescent, Slough, Buckinghamshire",scraped,51.517728428449,-0.653305395554,,585000.0,,,S,,,,,,,,,,,,2023-12-31
378.0,https://www.onthemarket.com/details/13771096/,3 bedroom semi-detached house for sale,"Cranwell Crescent, Eaton Leys, Milton Keynes",375000.0,Price qualifier not available,OnTheMarket > 14 days,Semi-detached house,3 bed,2bath,EPC rating: A*,818 sq ft / 76 sq m,"['ONLY ONE YEAR OLD NEW HOME', 'EN-SUITE TO MASTER BEDROOM', 'MODERN KITCHEN/DINER', 'DOUBLE LENGTH DRIVEWAY', 'PRIVATE REAR GARDEN', '9 YEARS REMAINING NHBC WARRANTY']","Cranwell Crescent, Eaton Leys, Milton Keynes, Buckinghamshire",scraped,51.989781726651,-0.708503101849,,375000.0,,,S,,,,,,,,,,,,2023-12-31
379.0,https://www.onthemarket.com/details/14026221/,3 bedroom detached house for sale,"Aylesbury,  Fairford Leys,  HP19",375000.0,Guide price,OnTheMarket > 14 days,Detached house,3 bed,1bath,EPC rating not available,943 sq ft / 88 sq m,"['Tenure: Freehold', 'Chain Free', 'Semi-Detached', 'New Kitchen', 'New Bathroom', 'Conservatory', 'Utility Room', 'Modernised', 'Combi Boiler', 'Fitted Blinds', 'Built in Wardrobe']","Aylesbury,  Fairford Leys,  HP19, Buckinghamshire",scraped,51.813327412317,-0.835507322746,,375000.0,,,D,,,,,,,,,,,,2023-12-31
380.0,https://www.onthemarket.com/details/13743340/,3 bedroom detached house for sale,"Byways, Burnham SL1",575000.0,Guide price,OnTheMarket > 14 days,Detached house,3 bed,1bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'Three bedroom detached house', '0.4 miles to Taplow Railway Station (Cross Rail)', 'Needs modernisation', 'Potential to extend (STP)', '14ft sitting room', '12ft dining room', '16ft fitted kitchen', 'Parking for 3 cars', 'Generous Garden', 'No Chain']","Byways, Burnham SL1, Buckinghamshire",scraped,51.526859990101,-0.672635031246,,575000.0,,,D,,,,,,,,,,,,2023-12-31
381.0,https://www.onthemarket.com/details/13116514/,3 bedroom terraced house for sale,"Bates Close, Slough, Berkshire",360000.0,Offers in excess of,OnTheMarket > 14 days,Terraced house,3 bed,1bath,EPC rating: C*,796 sq ft / 74 sq m,"['Tenure: Freehold', 'Three Bedrooms', 'Tranquil Rear Garden', 'Garage', 'Chain Free!', 'M40/M25/M4 motorways and Heathrow are within easy access.']","Bates Close, Slough, Berkshire, Buckinghamshire",scraped,51.50885828,-0.592940761,,360000.0,,,T,,,,,,,,,,,,2023-12-31
382.0,https://www.onthemarket.com/details/13309466/,2 bedroom bungalow for sale,"Buckingham Road, Edgcott, Buckinghamshire.",500000.0,Guide price,OnTheMarket > 14 days,Bungalow,2 bed,1bath,EPC rating: F*,731 sq ft / 68 sq m,"['Tenure: Freehold', 'Refurbishment Opportunity', 'Big Garden', 'Half an Acre Paddock', 'Backing onto Countryside', 'Views', 'Detached Bungalow', 'Scope to Extend', 'Rural Location', 'Waddesdon School Catchment']","Buckingham Road, Edgcott, Buckinghamshire.",scraped,51.8978468,-1.0141843,,500000.0,,,D,,,,,,,,,,,,2023-12-31
383.0,https://www.onthemarket.com/details/13838325/,2 bedroom apartment for sale,"Littlebrook Avenue, SL2 2NW",250000.0,Price qualifier not available,OnTheMarket > 14 days,Apartment,2 bed,1bath,EPC rating: C*,656 sq ft / 61 sq m,"['Tenure: Leasehold (950 years remaining)', 'INVESTORS ONLY', 'ACCESS TO COMMUNAL GARDENS', 'TWO ALLOCATED PARKING SPACES', 'RECENTLY INSTALLED PATIO DOORS AND WATER TANK', '900+ YEAR LEASE', 'DOUBLE GLAZING', '5.76% GROSS YIELD', 'WALKING DISTANCE TO BURNHAM TRAIN STATION']","Littlebrook Avenue, SL2 2NW, Buckinghamshire",scraped,51.527000009793,-0.643750028984,,250000.0,,,F,,,,,,,,,,,,2023-12-31
384.0,https://www.onthemarket.com/details/12413447/,1 bedroom bungalow for sale,"Meadow View, Chalfont St Giles, Buckinghamshire, HP8",449950.0,Price qualifier not available,OnTheMarket > 14 days,Bungalow,1 bed,1bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'Set in a small development', 'Delightful mid-terraced', 'Bungalow', 'Level walk to local shops', 'Low maintenance patio garden', 'Communal parking area']","Meadow View, Chalfont St Giles, Buckinghamshire, HP8",scraped,51.628691352285,-0.584277848959,,449950.0,,,D,,,,,,,,,,,,2023-12-31
385.0,https://www.onthemarket.com/details/13796558/,1 bedroom flat for sale,"High Wycombe,  Buckinghamshire,  HP13",175000.0,Price qualifier not available,OnTheMarket > 14 days,Flat,1 bed,1bath,EPC rating: D*,360 sq ft / 33 sq m,"['Tenure: Leasehold (126 years remaining)', 'Leasehold Term 130 years from 01/04/2019', 'One bedroom apartment', 'Secure entry phone system', 'Permit parking available', '0.6 miles to High Wycombe train station', 'Open plan lounge/kitchen area', 'Parking permit included for 1 year']","High Wycombe,  Buckinghamshire,  HP13",scraped,51.628329,-0.7426181,,175000.0,,,F,,,,,,,,,,,,2023-12-31
386.0,https://www.onthemarket.com/details/13433951/,2 bedroom apartment for sale,"Spearmint Close, Walnut Tree, Milton Keynes, Buckinghamshire, MK7",200000.0,Offers in excess of,OnTheMarket > 14 days,Apartment,2 bed,1bath,EPC rating: D*,850 sq ft / 79 sq m,"['Tenure: Leasehold (957 years remaining)', 'TWO BEDROOM MAISONETTE', 'GROUND FLOOR', 'PRIVATE REAR GARDEN', 'WELL PRESENTED THROUGHOUT', 'NO SERVICE CHARGE', 'LONG LEASE', 'NO UPPER CHAIN', 'ALLOCATED PARKING', 'EASY ACCESS TO LOCAL SHOPS']","Spearmint Close, Walnut Tree, Milton Keynes, Buckinghamshire, MK7",scraped,52.017523624373,-0.690393819913,,200000.0,,,F,,,,,,,,,,,,2023-12-31
387.0,https://www.onthemarket.com/details/10531566/,5 bedroom detached house for sale,"Whitechurch Close, Aylesbury HP17",499950.0,Guide price,OnTheMarket > 14 days,Detached house,5 bed,3bath,EPC rating: C*,"1,463 sq ft / 136 sq m","['Tenure: Freehold', 'MODERN DETATCHED FAMILY HOME', 'THREE STOREYS', '5 BEDROOM', '1 BATHROOM & 2 EN-SUITES', 'LARGE LIVING ROOM', 'KITCHEN/DINER', '45ft WEST FACING GARDEN WITH SUMMER HOUSE', 'GARAGE & OFF STREET PARKING', 'COUNTRYSIDE VIEWS', 'SORT-AFTER VILLAGE LOCATION']","Whitechurch Close, Aylesbury HP17, Buckinghamshire",scraped,51.801788723593,-0.869426612379,,499950.0,,,D,,,,,,,,,,,,2023-12-31
388.0,https://www.onthemarket.com/details/13633301/,2 bedroom flat for sale,"Friarscroft Way, Aylesbury",190000.0,Price qualifier not available,OnTheMarket > 14 days,Flat,2 bed,1bath,EPC rating: C*,570 sq ft / 53 sq m,"['Tenure: Leasehold (973 years remaining)', '360 VIRTUAL TOUR', 'NO ONWARD CHAIN', 'GROUND FLOOR APARTMENT', 'ALLOCATED PARKING', 'TWO DOUBLE BEDROOMS', 'FITTED KITCHEN', 'LOUNGE/DINING ROOM', 'AMPLE STORAGE', 'WALKING DISTANCE TO TRAIN STATION', 'CLOSE TO TOWN CENTRE']","Friarscroft Way, Aylesbury, Buckinghamshire",scraped,51.8155693,-0.8218023,,190000.0,,,F,,,,,,,,,,,,2023-12-31
389.0,https://www.onthemarket.com/details/13543337/,3 bedroom detached house for sale,"Kilpin Green, North Crawley, Newport Pagnell, MK16",399950.0,Price qualifier not available,OnTheMarket > 14 days,Detached house,3 bed,1bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'Three double bedroom', 'Detached  Family Home', 'Village location', 'Ousedale school catchment', 'Large downstairs space']","Kilpin Green, North Crawley, Newport Pagnell, MK16, Buckinghamshire",scraped,52.094878296353,-0.649828365518,,399950.0,,,D,,,,,,,,,,,,2023-12-31
390.0,https://www.onthemarket.com/details/13671305/,1 bedroom apartment for sale,"Upper Third Street, Milton Keynes",165000.0,Offers in region of,OnTheMarket > 14 days,Apartment,1 bed,1bath,EPC rating: C*,387 sq ft / 36 sq m,"['Ground Floor Apartment', 'Fully Modernised Throughout', 'Modern Kitchen with Integrated Appliances', 'En Suite and Separate WC', 'Separate Utility Room', 'Open Plan Living Area']","Upper Third Street, Milton Keynes, Buckinghamshire",scraped,52.038044768562,-0.769082764976,,165000.0,,,F,,,,,,,,,,,,2023-12-31
391.0,https://www.onthemarket.com/details/13781232/,3 bedroom detached house for sale,"Magpie Lane, Flackwell Heath, High Wycombe, HP10",625000.0,Price qualifier not available,OnTheMarket > 14 days,Detached house,3 bed,1bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'NO ONWARD CHAIN', 'Close to the village centre', 'Three DOUBLE BEDROOMS', 'Enclosed rear garden', 'GARAGE & DRIVEWAY PARKING', 'Scope to extend (STPP)']","Magpie Lane, Flackwell Heath, High Wycombe, HP10, Buckinghamshire",scraped,51.60354740945,-0.713313919183,,625000.0,,,D,,,,,,,,,,,,2023-12-31
392.0,https://www.onthemarket.com/details/14088830/,3 bedroom townhouse for sale,"Poppy Avenue, Milton Keynes, MK10",375000.0,Guide price,OnTheMarket < 7 days,Townhouse,3 bed,2bath,EPC rating not available,"1,328 sq ft / 123 sq m","['Tenure: Freehold', '* OPEN HOUSE 14th Jan - by appointment only *', 'Sought-after village location', '3 storey mid-terrace town house', '3 spacious bedrooms', '2.5 bathrooms (including en-suite)', '2 private parking bays', 'Single garage', 'Excellent catchment area for schools', 'Lawned rear garden', 'EPC Rating: B']","Poppy Avenue, Milton Keynes, MK10, Buckinghamshire",scraped,52.047927705114,-0.691815539139,,375000.0,,,D,,,,,,,,,,,,2023-12-31
393.0,https://www.onthemarket.com/details/13377935/,3 bedroom terraced house for sale,"Harborough Close, Cippenham",450000.0,Offers in excess of,OnTheMarket > 14 days,Terraced house,3 bed,2bath,EPC rating: C*,"1,140 sq ft / 106 sq m","['Extended Three Bedroom Family Home', 'Heart of Cippenham Village', 'Spacious Living Accommodation', 'Large Open Plan Kitchen / Family Room', ""14' x 10' Living Room / Bedroom Four"", 'Ground Floor Cloakroom', 'First Floor Modern Bathroom Suite', 'Potential for Loft Conversion (STPP)', 'Catchment Area of Highly Sought-After Schools', '15 Minute Walk to Burnham Station (Main Paddington Line & Crossrail Station)']","Harborough Close, Cippenham, Buckinghamshire",scraped,51.514600158,-0.634384751,,450000.0,,,T,,,,,,,,,,,,2023-12-31
394.0,https://www.onthemarket.com/details/13225315/,2 bedroom bungalow for sale,"St. Johns Road, Slough",500000.0,Guide price,OnTheMarket > 14 days,Bungalow,2 bed,1bath,EPC rating: D*,462 sq ft / 43 sq m,"['3/4 Bedrooms', 'Detached Bungalow', 'Modern Kitchen', '22ft Loft Room', '62ft Rear Garden', '3 WCs', 'Study', 'Town Centre', 'Council Tax Band: C£1798.59', 'EPC: D']","St. Johns Road, Slough, Buckinghamshire",scraped,51.515071153218,-0.583462037561,,500000.0,,,D,,,,,,,,,,,,2023-12-31
395.0,https://www.onthemarket.com/details/13954498/,3 bedroom semi-detached house for sale,"High Wycombe,  Buckinghamshire,  HP13",430000.0,Offers in excess of,OnTheMarket > 14 days,Semi-detached house,3 bed,1bath,EPC rating not available,"1,339 sq ft / 124 sq m","['Tenure: Freehold', 'Three bedroom semi detached home', 'Garage & driveway', 'Conservatory over looking rear garden', 'Newly fitted bathroom and kitchen', 'Newly fitted carpets', 'Utility room', 'C. 100ft garden', 'Awaiting clients approval on marketing']","High Wycombe,  Buckinghamshire,  HP13",scraped,51.628329,-0.7426181,,430000.0,,,S,,,,,,,,,,,,2023-12-31
396.0,https://www.onthemarket.com/details/13442800/,4 bedroom detached house for sale,"Dove Close, Newport Pagnell, Buckinghamshire, MK16",520000.0,Offers in region of,OnTheMarket > 14 days,Detached house,4 bed,2bath,EPC rating: C*,"1,108 sq ft / 103 sq m","['Tenure: Freehold', '4 BEDROOM DETACHED FAMILY HOME', 'WALKING DISTANCE OF TOWN CENTRE', 'SPACIOUS REFITTED KITCHEN/DINER', 'UTILITY & DOWNSTAIRS SHOWER ROOMS', 'GAS TO RADIATOR HEATING', 'REPLACEMENT DOUBLE GLAZING', 'FULLY ENCLOSED REAR GARDEN', 'DETACHED DOUBLE GARAGE', 'ADDITIONAL OFF ROAD PARKING', 'COUNCIL TAX BAND E']","Dove Close, Newport Pagnell, Buckinghamshire, MK16",scraped,52.084413014675,-0.719746757395,,520000.0,,,D,,,,,,,,,,,,2023-12-31
397.0,https://www.onthemarket.com/details/13686040/,1 bedroom apartment for sale,Central  Princes Risborough,300000.0,Price qualifier not available,OnTheMarket > 14 days,Apartment,1 bed,1bath,EPC rating not available,Size info not available,"['Newly converted one bedroom ground floor apartment in select conversion of just four properties .', 'Open plan contemporary kitchen /dining/living room .', 'Good sized  main bedroom with built in wardrobes.', 'Walk  in contemporary shower room', 'Reserved parking for one vehicle.', 'Walking distance to the delightful High Street  with its array of shops and cafes.', 'Short stroll to the railway station with direct access to London Marylebone .', 'OPEN DAY  SATURDAY 23rd SEPTEMBER 10.30 am to 1.30pm']","Central  Princes Risborough, Buckinghamshire",scraped,51.724338856,-0.83222649,,300000.0,,,F,,,,,,,,,,,,2023-12-31
398.0,https://www.onthemarket.com/details/13699237/,2 bedroom end of terrace house for sale,"Coppice Way, Aylesbury",300000.0,Price qualifier not available,OnTheMarket > 14 days,End of terrace house,2 bed,1bath,EPC rating: C*,592 sq ft / 55 sq m,"['End terrace house', 'Two double bedrooms', 'No upper chain', 'Garage & parking', 'Southerly facing rear garden', 'Popular development', 'Gas central heating & double glazing', 'Excellent condition throughout']","Coppice Way, Aylesbury, Buckinghamshire",scraped,51.8235156,-0.7925579,,300000.0,,,T,,,,,,,,,,,,2023-12-31
399.0,https://www.onthemarket.com/details/14002065/,4 bedroom terraced house for sale,"Mansion Lane, IVER SL0",550000.0,Price qualifier not available,OnTheMarket > 14 days,Terraced house,4 bed,2bath,EPC rating: D*,"1,162 sq ft / 108 sq m","['Tenure: Freehold', 'GOOD AIRPORT AND MOTORWAY LINKS', 'NEARBY CROSSRAIL', 'GREAT CONDITION THROUGH-OUT', 'NEAR COUNTRY PARKS', 'NO CHAIN']","Mansion Lane, IVER SL0, Buckinghamshire",scraped,51.518479993808,-0.524930013588,,550000.0,,,T,,,,,,,,,,,,2023-12-31
400.0,https://www.onthemarket.com/details/13861287/,3 bedroom semi-detached house for sale,"Thurston Road, Slough, SL1",525000.0,Price qualifier not available,OnTheMarket > 14 days,Semi-detached house,3 bed,2bath,EPC rating: F*,592 sq ft / 55 sq m,"['CHAIN FREE', 'SEMI-DETACHED', 'THREE BEDROOMS', 'LARGE HIGH SPEC KITCHEN / LOUNGE', 'RECEPTION ROOM OR BEDROOM FOUR', 'TWO SHOWER ROOMS', 'GARDEN', 'OUTHOUSE', 'DRIVEWAY PARKING', 'APPROX. 1 MILE FROM SLOUGH TRAIN STATION']","Thurston Road, Slough, SL1, Buckinghamshire",scraped,51.522608955745,-0.602056913587,,525000.0,,,S,,,,,,,,,,,,2023-12-31
401.0,https://www.onthemarket.com/details/13908773/,2 bedroom semi-detached house for sale,"Paradine Street, Steeple Claydon",320000.0,Price qualifier not available,OnTheMarket > 14 days,Semi-detached house,2 bed,2bath,EPC rating: B*,796 sq ft / 74 sq m,"['Two bedrooms', 'Semi detached house', 'Built in 2021', 'Gas central heating', 'UPVC double glazing', 'En-Suite shower', 'No onward chain', 'Energy rating B']","Paradine Street, Steeple Claydon, Buckinghamshire",scraped,51.9389297,-0.9774466,,320000.0,,,S,,,,,,,,,,,,2023-12-31
402.0,https://www.onthemarket.com/details/13727742/,Studio for sale,"Chalfont Park, Gerrards Cross",224950.0,Guide price,OnTheMarket > 14 days,Studio,0 bed,1bath,EPC rating: D*,323 sq ft / 30 sq m,"['Studio Apartment', 'Modern Kitchen', 'Modern Bathroom', 'Allocated Parking Space', 'Lift Service', 'Communal Gardens', 'Remainder of 10 year build warranty', 'Zero ground rent', 'Long leases']","Chalfont Park, Gerrards Cross, Buckinghamshire",scraped,51.5966201,-0.5479943,,224950.0,,,F,,,,,,,,,,,,2023-12-31
403.0,https://www.onthemarket.com/details/13914798/,6 bedroom detached house for sale,"The Glebe, Lavendon, Buckinghamshire, MK46",600000.0,Price qualifier not available,OnTheMarket > 14 days,Detached house,6 bed,2bath,EPC rating not available,Size info not available,"['Tenure: Freehold', 'Mock Tudor style detached house', 'Six bedrooms; one en suite bathroom', 'Four reception rooms', 'Kitchen/breakfast room and utility room', 'Shower room and two cloakrooms', 'Double glazing throughout', 'Double integral garage and parking', 'Open field views']","The Glebe, Lavendon, Buckinghamshire, MK46",scraped,52.174068297941,-0.656830750246,,600000.0,,,D,,,,,,,,,,,,2023-12-31
404.0,https://www.onthemarket.com/details/14044091/,3 bedroom house for sale,"Wallbridge Close, Aylesbury",299950.0,Offers in excess of,OnTheMarket > 14 days,House,3 bed,1bath,EPC rating: C*,742 sq ft / 69 sq m,"['Three bedroom family home', 'No upper chain', 'Two reception rooms', 'Front & rear gardens', 'Garage in a block', 'Less than 1 mile from town & station', 'Quiet cul-de-sac location', 'Gas heating & double glazing', 'Viewing recommended']","Wallbridge Close, Aylesbury, Buckinghamshire",scraped,51.8129654,-0.8308751,,299950.0,,,D,,,,,,,,,,,,2023-12-31
405.0,https://www.onthemarket.com/details/14063173/,3 bedroom terraced house for sale,"The Plover, Aylesbury HP19",350000.0,Price qualifier not available,OnTheMarket < 14 days,Terraced house,3 bed,1bath,EPC rating: C*,893 sq ft / 83 sq m,"['Tenure: Freehold', 'WATERMEAD', 'THREE BEDROOM `BOSTON`', 'ENTRANCE HALL', 'FITTED KITCHEN', 'LOUNGE', 'FAIMLY / RECEPTION ROOM', 'MODERN BATHROOM', 'DRIVEWAY', 'FRONT & REAR GARDENS', 'DOUBLE GLAZED / GAS TO RADIATOR CENTRAL HEATING']","The Plover, Aylesbury HP19, Buckinghamshire",scraped,51.833256453441,-0.806387929677,,350000.0,,,T,,,,,,,,,,,,2023-12-31
406.0,https://www.onthemarket.com/details/13902304/,4 bedroom detached house for sale,"Galsworthy Place, Aylesbury, HP19 8LH",420000.0,Price qualifier not available,OnTheMarket > 14 days,Detached house,4 bed,1bath,EPC rating: C*,"1,162 sq ft / 108 sq m","['Tenure: Freehold', 'POPULAR HAYDON HILL DEVELOPMENT', 'CUL DE SAC', 'DETACHED FAMILY HOME', 'FOUR DOUBLE BEDROOMS', 'MODERN KITCHEN', 'GARAGE WITH DRIVEWAY PARKING', 'LARGE LOUNGE', 'MODERN BATHROOM', 'DINING ROOM', 'DOWNSTAIRS CLOAKROOM']","Galsworthy Place, Aylesbury, HP19 8LH, Buckinghamshire",scraped,51.8266539,-0.8445469,,420000.0,,,D,,,,,,,,,,,,2023-12-31
